age,workclass,educational-num,occupation,hours-per-week,income_>50K
40,Private,9,Adm-clerical,40,0
23,Private,13,Prof-specialty,40,0
25,Private,10,Prof-specialty,40,0
64,Private,11,Craft-repair,48,0
46,Private,13,Sales,40,1
38,Private,10,Craft-repair,40,0
69,Federal-gov,14,Prof-specialty,5,0
52,Local-gov,14,Prof-specialty,45,1
44,Self-emp-not-inc,10,Sales,60,0
39,Local-gov,7,Adm-clerical,40,0
66,Private,9,Priv-house-serv,25,0
28,Private,13,Exec-managerial,40,1
40,Private,9,Transport-moving,40,0
38,?,11,?,25,0
22,Private,10,Sales,40,0
22,Private,10,Other-service,15,0
29,Private,10,Adm-clerical,40,0
18,Self-emp-inc,7,Farming-fishing,50,0
21,Private,9,Craft-repair,13,0
41,State-gov,9,Adm-clerical,40,0
40,Private,9,Exec-managerial,40,1
42,Private,10,Craft-repair,50,0
45,Private,10,Sales,40,0
36,Private,9,Craft-repair,40,0
47,Private,9,Adm-clerical,40,0
28,Private,13,Prof-specialty,35,0
51,Private,10,Craft-repair,40,1
30,Private,6,Other-service,40,0
25,Private,9,Sales,30,0
43,Private,10,Transport-moving,42,0
90,Local-gov,4,Protective-serv,40,0
36,Private,14,Exec-managerial,50,1
35,Private,11,Craft-repair,40,0
33,Private,9,Sales,40,0
43,Private,13,Prof-specialty,48,1
48,Local-gov,15,Prof-specialty,45,1
24,Private,8,Machine-op-inspct,40,0
27,Private,10,Craft-repair,45,0
30,Private,9,Farming-fishing,40,0
20,Private,10,Sales,15,0
45,Private,10,Machine-op-inspct,40,0
24,Private,13,Sales,40,0
63,Private,9,Sales,40,0
27,Private,9,Machine-op-inspct,45,0
29,Private,13,Prof-specialty,40,0
62,Private,4,Craft-repair,40,0
45,Private,13,Exec-managerial,60,1
21,Private,9,Adm-clerical,40,0
29,Federal-gov,10,Protective-serv,46,1
54,Self-emp-not-inc,10,Sales,40,0
42,Private,7,Transport-moving,47,0
50,Self-emp-inc,14,Exec-managerial,80,1
23,Private,10,Other-service,30,0
57,Private,9,Sales,40,1
49,Private,10,Sales,50,0
22,?,10,?,40,0
43,Private,13,Other-service,40,0
56,Private,13,Tech-support,48,1
27,Self-emp-not-inc,9,Craft-repair,60,0
46,Private,10,Exec-managerial,40,1
41,Private,14,Prof-specialty,45,0
47,Private,9,Craft-repair,40,1
17,Local-gov,7,Sales,20,0
46,Private,9,Machine-op-inspct,36,0
45,Self-emp-not-inc,10,Other-service,42,0
28,Private,9,Machine-op-inspct,45,0
68,Private,9,Handlers-cleaners,10,0
43,State-gov,14,Prof-specialty,45,0
28,Private,13,Prof-specialty,50,0
28,Local-gov,9,Protective-serv,40,0
42,Private,9,Machine-op-inspct,40,0
20,Private,9,Craft-repair,40,0
18,Private,10,Other-service,35,0
32,Private,9,Craft-repair,40,0
42,Private,3,Adm-clerical,40,0
49,Private,9,Tech-support,50,1
22,?,10,?,30,0
54,Local-gov,14,Prof-specialty,40,0
29,Private,13,Exec-managerial,45,1
27,Private,10,Exec-managerial,40,0
61,Private,7,Other-service,36,0
23,Private,9,Sales,45,0
27,?,10,?,40,0
49,Local-gov,10,Exec-managerial,46,0
57,Private,9,Other-service,30,0
66,Private,9,Tech-support,15,0
35,Private,9,Adm-clerical,32,0
48,Private,13,Prof-specialty,40,1
35,Private,12,Protective-serv,40,0
42,Self-emp-not-inc,14,Prof-specialty,45,0
37,Private,10,Craft-repair,45,0
22,Private,14,Sales,21,0
53,Self-emp-not-inc,9,Craft-repair,72,0
37,Private,10,Other-service,30,0
23,Self-emp-inc,9,Sales,40,1
45,Private,7,Other-service,36,0
62,Private,13,Prof-specialty,50,1
36,Private,11,Adm-clerical,42,1
48,Private,9,Machine-op-inspct,40,0
53,Private,9,Transport-moving,40,1
45,Private,7,Adm-clerical,40,0
29,Private,13,Machine-op-inspct,40,0
23,Private,13,Sales,40,0
57,Self-emp-inc,9,Sales,30,1
28,Private,9,Other-service,40,0
32,Private,13,Exec-managerial,50,1
21,Private,10,Tech-support,16,0
48,Private,9,Craft-repair,45,0
47,Private,4,Machine-op-inspct,35,0
21,Private,9,Sales,40,0
57,Private,9,Craft-repair,40,0
19,Private,9,Other-service,35,0
38,Private,6,Other-service,45,0
46,Private,6,Machine-op-inspct,40,0
27,Private,10,Transport-moving,40,1
27,Private,9,Farming-fishing,40,0
50,Private,10,Machine-op-inspct,40,0
34,Private,10,Exec-managerial,55,0
64,Self-emp-not-inc,3,Farming-fishing,70,0
46,Private,13,Adm-clerical,40,1
57,Self-emp-not-inc,10,Transport-moving,45,1
50,Private,12,Exec-managerial,50,1
25,State-gov,13,Prof-specialty,46,0
30,Private,15,Prof-specialty,50,1
41,Federal-gov,13,Tech-support,24,0
33,Private,9,Craft-repair,40,0
23,Private,10,Prof-specialty,42,0
39,Private,13,Sales,50,1
42,Private,9,Exec-managerial,40,0
43,Private,10,Craft-repair,40,0
33,Private,10,Exec-managerial,40,0
50,Private,13,Exec-managerial,40,1
35,Self-emp-not-inc,9,Sales,50,1
19,?,5,?,35,0
51,Self-emp-not-inc,13,Sales,55,0
38,Private,10,Sales,40,1
43,Private,9,Other-service,24,0
20,Private,10,Transport-moving,35,0
35,Private,9,Farming-fishing,40,0
26,Private,14,Exec-managerial,48,0
34,Private,10,Adm-clerical,40,0
66,Self-emp-not-inc,9,Adm-clerical,42,1
59,Self-emp-inc,14,Exec-managerial,80,1
29,State-gov,13,Craft-repair,40,0
27,Private,10,Craft-repair,40,0
45,Private,9,Other-service,40,0
40,Self-emp-not-inc,11,Sales,72,1
29,Local-gov,9,Protective-serv,40,0
43,Private,14,Exec-managerial,50,1
38,Federal-gov,9,Adm-clerical,45,0
29,Private,10,Craft-repair,40,0
46,Private,10,Machine-op-inspct,40,0
54,Private,13,Sales,40,0
30,Private,10,Sales,40,1
24,Private,9,Sales,40,0
28,Private,13,Prof-specialty,40,0
18,Private,9,Handlers-cleaners,22,0
20,Private,5,Other-service,40,0
31,Private,13,Adm-clerical,50,1
40,Private,9,Machine-op-inspct,45,1
37,Private,9,Other-service,35,0
30,Private,9,Craft-repair,50,0
34,Private,10,Other-service,34,0
47,Self-emp-inc,9,Exec-managerial,42,1
49,Private,10,Tech-support,40,0
53,Private,4,Craft-repair,40,0
46,Federal-gov,10,Exec-managerial,40,0
62,Private,10,Sales,33,0
39,Private,9,Adm-clerical,40,1
34,State-gov,9,Adm-clerical,40,0
36,Self-emp-not-inc,13,Prof-specialty,40,1
40,Self-emp-not-inc,13,Sales,45,1
51,Self-emp-not-inc,9,Sales,40,1
59,Private,10,Adm-clerical,34,0
34,Private,9,Machine-op-inspct,40,0
31,Private,13,Sales,45,0
60,Private,9,Craft-repair,40,1
20,Private,10,Machine-op-inspct,40,0
17,Private,7,Sales,16,0
37,Local-gov,11,Protective-serv,80,1
53,Private,13,Exec-managerial,40,0
52,Private,10,Machine-op-inspct,40,0
47,Private,10,Sales,60,1
41,Private,9,Adm-clerical,40,0
23,Private,6,Other-service,30,0
58,?,13,?,70,0
51,Private,5,Machine-op-inspct,45,0
44,Private,10,Prof-specialty,40,0
37,?,11,?,40,0
43,Private,13,Adm-clerical,35,0
49,Private,9,Machine-op-inspct,43,1
23,Private,6,Machine-op-inspct,40,0
52,Local-gov,16,Prof-specialty,40,1
30,Private,13,Sales,40,0
31,Private,7,Craft-repair,40,0
34,Private,9,Adm-clerical,40,0
25,Private,10,Prof-specialty,40,0
68,?,13,?,35,1
20,Private,10,Other-service,16,0
56,?,9,?,40,0
21,Private,9,Other-service,40,0
56,Self-emp-inc,15,Prof-specialty,32,1
34,Private,6,Other-service,36,0
53,Private,9,Farming-fishing,10,0
23,Private,13,Other-service,25,0
39,Federal-gov,9,Adm-clerical,40,0
28,Private,10,Sales,50,0
32,Local-gov,9,Craft-repair,40,0
23,Private,13,Other-service,40,0
29,Private,10,Adm-clerical,40,0
56,Private,9,Prof-specialty,40,0
23,Private,3,Other-service,40,0
28,Private,15,Prof-specialty,65,0
64,Private,10,Tech-support,40,1
57,Private,13,Exec-managerial,40,0
24,Private,10,Adm-clerical,35,0
30,Private,13,Adm-clerical,40,1
39,Self-emp-not-inc,9,Exec-managerial,50,0
30,State-gov,11,Protective-serv,40,0
42,Private,9,Craft-repair,55,0
19,Private,9,Handlers-cleaners,25,0
56,Private,4,Handlers-cleaners,40,0
50,Self-emp-not-inc,13,Prof-specialty,60,0
58,Self-emp-inc,13,Exec-managerial,45,1
30,Private,10,Craft-repair,40,0
34,Private,9,Adm-clerical,40,0
38,Private,9,Other-service,35,0
28,Private,13,Sales,40,0
37,Private,9,Craft-repair,40,0
44,Self-emp-inc,9,Sales,50,1
18,Private,8,Other-service,32,0
45,Self-emp-not-inc,11,Exec-managerial,35,0
46,Local-gov,13,Prof-specialty,40,0
50,Private,9,Adm-clerical,40,0
38,Private,11,Craft-repair,40,1
38,Private,9,Craft-repair,40,0
30,Private,10,Sales,75,0
26,Private,9,Craft-repair,48,0
27,State-gov,10,Craft-repair,40,0
46,Private,14,Prof-specialty,50,0
25,Private,10,Adm-clerical,40,0
32,Private,13,Prof-specialty,40,0
29,Self-emp-not-inc,9,Craft-repair,40,0
37,Self-emp-inc,10,Exec-managerial,60,1
77,Self-emp-not-inc,4,Farming-fishing,40,0
17,Private,10,Adm-clerical,6,0
51,Private,9,Craft-repair,40,1
23,Private,10,Tech-support,40,0
31,Federal-gov,9,Tech-support,40,0
21,Private,9,Other-service,40,0
46,Private,10,Machine-op-inspct,45,0
26,Private,9,Farming-fishing,40,0
35,Private,13,Other-service,38,0
36,Private,13,Other-service,20,0
62,Private,13,Sales,60,1
33,Private,3,Other-service,40,0
31,Private,7,Craft-repair,40,0
24,Private,8,Sales,40,0
31,Private,13,Exec-managerial,40,1
27,Private,9,Machine-op-inspct,40,0
41,Federal-gov,10,Adm-clerical,40,1
33,Private,10,Exec-managerial,40,1
24,Private,13,Adm-clerical,32,0
40,Private,9,Adm-clerical,45,0
23,Private,9,Other-service,20,0
28,Private,9,Other-service,50,0
71,?,10,?,14,0
65,Federal-gov,6,Craft-repair,40,0
21,?,10,?,15,0
38,Private,9,Tech-support,45,0
21,Private,9,Machine-op-inspct,32,0
71,Private,10,Sales,35,1
17,Private,7,Other-service,5,0
42,Private,9,Transport-moving,40,1
47,Self-emp-not-inc,12,Exec-managerial,25,0
21,Private,10,Sales,35,0
34,?,4,?,40,0
69,Private,9,Other-service,32,0
23,Private,13,Adm-clerical,30,0
54,Private,9,Adm-clerical,40,0
18,Private,9,Exec-managerial,30,0
47,Private,9,Other-service,35,0
41,Private,9,Craft-repair,40,1
18,Private,9,Sales,22,0
62,?,7,?,40,0
29,Private,9,Other-service,38,0
54,Self-emp-inc,13,Sales,40,1
49,Private,5,Handlers-cleaners,38,0
46,Private,12,Craft-repair,40,1
38,Private,10,Sales,60,0
35,Private,13,Sales,60,1
32,Private,9,Craft-repair,48,0
38,Private,9,Exec-managerial,40,1
64,Private,7,Craft-repair,40,0
47,Local-gov,9,Exec-managerial,40,0
18,Private,9,Adm-clerical,20,0
42,Self-emp-inc,13,Sales,45,0
19,Private,10,Adm-clerical,30,0
24,Private,13,Other-service,40,0
23,Private,10,Sales,25,0
19,?,10,?,30,0
36,Private,10,Exec-managerial,45,0
38,Private,15,Prof-specialty,40,1
51,Self-emp-not-inc,10,Sales,40,1
29,Private,9,Other-service,40,1
31,Private,13,Other-service,40,0
28,Private,9,Prof-specialty,40,0
60,Local-gov,14,Prof-specialty,40,1
31,Private,7,Farming-fishing,55,1
38,Private,10,Other-service,40,0
41,State-gov,12,Prof-specialty,36,0
27,Private,10,Prof-specialty,50,1
22,Private,6,Craft-repair,15,0
38,Self-emp-inc,10,Sales,50,1
38,Private,10,Other-service,40,0
37,Federal-gov,9,Craft-repair,40,0
26,Private,13,Prof-specialty,40,0
37,Private,9,Handlers-cleaners,30,0
38,State-gov,13,Exec-managerial,40,0
17,Private,7,Sales,20,0
48,Private,14,Exec-managerial,45,0
40,Federal-gov,9,Adm-clerical,40,0
47,?,6,?,20,0
49,Private,6,Machine-op-inspct,32,0
32,State-gov,13,Prof-specialty,40,0
38,Self-emp-not-inc,10,Other-service,40,0
38,Private,12,Sales,35,0
50,?,9,?,55,1
34,Private,9,Other-service,40,0
31,Local-gov,13,Prof-specialty,40,0
23,Private,12,Prof-specialty,30,0
68,Self-emp-not-inc,3,Craft-repair,6,0
17,Private,6,Other-service,30,0
38,Private,13,Exec-managerial,40,0
50,Private,10,Craft-repair,48,1
25,Private,4,Sales,45,0
24,Private,9,Handlers-cleaners,50,0
19,Private,8,Craft-repair,15,0
47,Local-gov,14,Prof-specialty,60,1
40,Private,6,Machine-op-inspct,40,0
35,Private,5,Craft-repair,40,0
41,Private,9,Transport-moving,40,0
44,Federal-gov,10,Exec-managerial,55,1
22,Private,11,Other-service,52,0
43,State-gov,12,Other-service,30,0
25,Private,9,Machine-op-inspct,48,0
37,?,10,?,60,0
37,Private,13,Prof-specialty,39,1
37,Private,9,Craft-repair,72,0
77,Private,9,Adm-clerical,32,0
29,?,1,?,40,0
46,Private,10,Transport-moving,55,0
18,Private,7,Other-service,20,0
21,Private,9,Sales,35,0
34,Private,9,Adm-clerical,35,0
41,Private,9,Craft-repair,60,1
37,Private,9,Machine-op-inspct,40,0
47,Private,9,Other-service,34,0
51,?,10,?,50,0
30,Private,11,Craft-repair,40,0
52,Without-pay,9,Adm-clerical,30,0
45,Private,12,Sales,40,0
39,Private,13,Adm-clerical,40,0
52,Self-emp-inc,15,Prof-specialty,40,1
32,Self-emp-not-inc,10,Sales,50,0
44,Self-emp-not-inc,13,Exec-managerial,50,1
38,Self-emp-not-inc,16,Prof-specialty,55,1
54,Private,10,Sales,40,1
37,Private,11,Craft-repair,40,0
59,Private,7,Farming-fishing,40,0
24,Private,9,Other-service,30,0
21,Private,10,Sales,40,0
21,Private,12,Adm-clerical,8,0
28,Local-gov,13,Prof-specialty,60,0
30,Self-emp-not-inc,10,Craft-repair,60,1
23,Private,9,Sales,40,0
48,Private,9,Sales,50,0
38,Private,9,Adm-clerical,40,0
21,Private,10,Adm-clerical,45,0
21,Private,9,Other-service,35,0
54,Private,4,Craft-repair,50,0
28,State-gov,10,Adm-clerical,20,0
23,Local-gov,13,Prof-specialty,60,0
51,Private,14,Prof-specialty,40,0
27,Private,10,Adm-clerical,30,0
23,Private,13,Sales,48,0
19,Private,9,Craft-repair,40,0
37,Private,9,Machine-op-inspct,40,0
46,Private,10,Sales,40,1
40,Private,9,Adm-clerical,40,0
22,?,8,?,40,0
47,Private,12,Exec-managerial,55,1
50,Local-gov,13,Prof-specialty,40,1
32,Private,10,Machine-op-inspct,40,0
32,Private,9,Sales,50,0
65,?,10,?,6,0
30,Private,9,Craft-repair,40,0
37,Private,9,Sales,25,0
53,Private,13,Sales,43,1
44,Self-emp-not-inc,13,Exec-managerial,40,0
38,Private,13,Exec-managerial,55,0
17,Private,7,Craft-repair,30,0
39,Private,9,Craft-repair,40,0
22,Private,10,Prof-specialty,45,0
43,Local-gov,9,Other-service,40,0
35,Private,13,Prof-specialty,50,1
72,Private,7,Adm-clerical,40,0
26,Private,9,Sales,40,0
19,Private,10,Tech-support,20,0
25,Private,10,Tech-support,40,0
49,Private,9,Craft-repair,45,1
39,Private,10,Craft-repair,50,0
20,?,10,?,25,0
55,Self-emp-not-inc,13,Sales,15,0
56,Private,4,Machine-op-inspct,40,0
40,Federal-gov,13,Prof-specialty,40,0
42,State-gov,11,Protective-serv,40,1
44,Self-emp-inc,10,Craft-repair,40,1
27,Private,10,Farming-fishing,45,0
54,Local-gov,13,Prof-specialty,40,1
25,Private,13,Exec-managerial,35,0
38,Private,7,Machine-op-inspct,65,0
37,Private,9,Other-service,60,0
53,Private,9,Sales,37,0
36,Private,10,Craft-repair,50,1
20,Private,9,Other-service,40,0
47,Private,10,Craft-repair,55,1
42,Private,9,Machine-op-inspct,40,1
43,State-gov,13,Prof-specialty,40,0
33,Private,9,Tech-support,40,0
49,Federal-gov,9,Transport-moving,40,0
22,Private,10,Farming-fishing,50,0
30,Private,13,Sales,60,1
55,Private,3,Other-service,25,0
38,Federal-gov,9,Transport-moving,50,0
57,Private,9,Exec-managerial,40,0
25,Private,13,Exec-managerial,40,0
22,Private,9,Sales,20,0
41,Private,9,Machine-op-inspct,50,0
37,Private,10,Transport-moving,40,0
46,Private,13,Sales,55,1
55,Local-gov,9,Craft-repair,15,0
25,Private,12,Handlers-cleaners,40,0
43,Private,9,Machine-op-inspct,40,0
20,Private,9,Adm-clerical,40,0
50,Private,3,Handlers-cleaners,40,0
22,Private,9,Machine-op-inspct,40,0
26,Private,10,Other-service,50,0
41,Private,9,Craft-repair,52,1
48,Private,9,Adm-clerical,40,0
41,?,8,?,40,0
49,Self-emp-not-inc,6,Craft-repair,32,0
40,Local-gov,15,Prof-specialty,40,0
61,Private,9,Craft-repair,50,0
21,Private,10,Sales,15,0
44,Self-emp-inc,13,Exec-managerial,52,1
51,Private,9,Sales,40,0
38,State-gov,9,Machine-op-inspct,40,0
27,Private,13,Other-service,30,0
40,Self-emp-inc,9,Exec-managerial,50,0
73,Private,10,Prof-specialty,15,0
49,?,13,?,40,0
65,Private,12,Sales,40,0
59,Private,9,Craft-repair,40,0
57,Private,9,Sales,26,0
51,Private,14,Other-service,18,1
35,Private,9,Sales,50,1
25,Private,12,Tech-support,40,0
28,Private,12,Sales,20,0
31,Self-emp-not-inc,15,Prof-specialty,60,1
48,Local-gov,14,Prof-specialty,50,0
55,?,9,?,40,1
48,Private,10,Exec-managerial,50,1
25,Private,10,Handlers-cleaners,40,0
21,Private,10,Sales,25,0
38,Private,10,Prof-specialty,40,0
34,Private,9,Craft-repair,70,0
59,Private,15,Prof-specialty,50,0
41,Private,9,Craft-repair,40,1
49,Private,14,Prof-specialty,40,1
69,Self-emp-not-inc,10,Other-service,15,0
36,State-gov,10,Transport-moving,60,0
35,Private,9,Exec-managerial,60,0
39,Private,9,Craft-repair,40,1
30,Private,10,Sales,40,0
38,Federal-gov,9,Transport-moving,40,0
46,Private,9,Adm-clerical,45,0
55,Private,9,Other-service,40,0
43,?,13,?,7,1
42,Private,13,Prof-specialty,40,1
28,Local-gov,13,Prof-specialty,55,0
47,Private,9,Other-service,40,0
53,Local-gov,9,Other-service,45,0
25,Local-gov,10,Adm-clerical,40,0
26,Private,9,Adm-clerical,40,0
60,Private,10,Exec-managerial,40,0
19,Private,10,Sales,20,0
49,State-gov,6,Other-service,40,0
46,Federal-gov,7,Adm-clerical,40,0
45,Private,10,Craft-repair,55,1
47,Private,10,Adm-clerical,16,0
40,Private,8,Craft-repair,40,0
18,Private,10,Sales,15,0
60,Federal-gov,9,Exec-managerial,40,1
42,Private,13,Transport-moving,40,0
40,Private,13,Prof-specialty,46,1
28,Private,14,Sales,42,0
27,Private,9,Craft-repair,50,0
46,Private,9,Transport-moving,48,0
45,Private,7,Machine-op-inspct,40,1
29,Private,9,Other-service,25,0
47,Private,9,Transport-moving,50,1
38,Self-emp-not-inc,13,Craft-repair,35,0
44,Private,10,Craft-repair,60,1
51,Private,10,Exec-managerial,36,0
54,Local-gov,11,Transport-moving,40,0
46,Self-emp-inc,10,Sales,60,1
23,Private,10,Sales,35,0
34,Private,9,Handlers-cleaners,40,0
24,Private,11,Machine-op-inspct,40,0
38,Federal-gov,15,Prof-specialty,50,1
27,Self-emp-inc,9,Adm-clerical,38,0
27,Private,9,Adm-clerical,40,0
37,Self-emp-inc,11,Sales,40,1
59,Private,1,Machine-op-inspct,40,0
31,Private,12,Craft-repair,40,1
35,Private,13,Other-service,32,0
61,Private,10,Prof-specialty,40,1
58,State-gov,13,Adm-clerical,40,0
57,Self-emp-not-inc,4,Craft-repair,50,0
20,Private,9,Machine-op-inspct,40,0
29,?,13,?,50,0
59,Private,9,Machine-op-inspct,40,0
30,Private,13,Adm-clerical,40,0
20,Private,9,Other-service,40,0
40,Private,9,Transport-moving,35,0
21,Private,9,Adm-clerical,40,0
25,Local-gov,13,Prof-specialty,40,0
51,Private,9,Machine-op-inspct,40,0
64,Private,9,Prof-specialty,23,0
60,Private,9,Priv-house-serv,99,0
39,Private,9,Machine-op-inspct,40,0
29,?,9,?,40,0
63,Private,9,Craft-repair,30,0
59,Self-emp-not-inc,15,Sales,25,0
27,Private,10,Craft-repair,45,0
55,Private,10,Adm-clerical,20,0
45,Federal-gov,9,Transport-moving,40,0
25,Private,9,Adm-clerical,48,0
24,State-gov,14,Prof-specialty,10,0
29,Private,13,Tech-support,40,0
27,Private,10,Craft-repair,40,0
32,Private,13,Exec-managerial,40,1
36,Private,9,Tech-support,40,0
33,Private,16,Prof-specialty,50,1
67,Self-emp-not-inc,2,Other-service,20,0
18,Private,10,Other-service,25,0
31,Private,13,Sales,45,1
20,Private,7,Other-service,40,0
40,Private,13,Exec-managerial,55,0
39,Private,10,Handlers-cleaners,50,0
75,Private,10,Transport-moving,16,0
44,Private,11,Exec-managerial,40,0
26,Private,13,Adm-clerical,20,0
36,Private,6,Craft-repair,40,0
20,Private,10,Protective-serv,40,0
31,Private,10,Exec-managerial,50,0
60,Private,2,Craft-repair,40,1
25,Private,10,Sales,40,0
29,Private,10,Sales,25,0
28,Private,12,Other-service,40,0
55,Self-emp-inc,10,Sales,40,1
45,Private,9,Craft-repair,50,1
52,Private,9,Transport-moving,40,0
19,?,10,?,32,0
35,Private,4,Handlers-cleaners,40,0
49,Local-gov,11,Protective-serv,56,1
43,Self-emp-not-inc,11,Exec-managerial,25,0
81,?,13,?,5,0
33,Self-emp-not-inc,9,Transport-moving,65,0
63,Private,9,Craft-repair,48,0
35,Private,9,Craft-repair,40,0
29,Private,11,Exec-managerial,40,1
42,Private,11,Prof-specialty,40,1
63,Self-emp-not-inc,4,Farming-fishing,60,1
49,Private,9,Sales,32,0
66,Self-emp-not-inc,11,Farming-fishing,98,0
49,Private,9,Other-service,24,0
39,Private,9,Machine-op-inspct,45,1
43,Private,9,Sales,80,1
39,Private,9,Machine-op-inspct,40,0
24,Private,13,Prof-specialty,40,0
21,Private,9,Other-service,25,0
36,?,9,?,4,0
28,Private,13,Adm-clerical,40,0
19,Private,8,Farming-fishing,30,0
37,Private,9,Transport-moving,40,0
40,Federal-gov,14,Tech-support,40,0
55,Private,10,Other-service,35,1
35,State-gov,14,Prof-specialty,45,0
35,Private,13,Exec-managerial,40,1
35,Private,10,Sales,36,0
31,Private,9,Craft-repair,40,0
49,Private,9,Protective-serv,40,0
27,Self-emp-inc,9,Sales,45,0
21,?,10,?,30,0
55,Self-emp-not-inc,12,Sales,60,0
49,Private,10,Adm-clerical,40,1
51,Self-emp-not-inc,9,Sales,44,0
38,Private,13,Tech-support,24,0
45,Local-gov,13,Exec-managerial,50,1
42,Self-emp-not-inc,14,Prof-specialty,65,0
56,Self-emp-not-inc,9,Sales,40,0
55,Private,9,Sales,40,0
21,Private,5,Other-service,40,0
55,Private,11,Exec-managerial,40,0
44,Private,10,Tech-support,38,0
43,Private,11,Exec-managerial,45,1
